datetime,open,high,low,close
2023-03-22 15:00:00,1939.66003,1940.14001,1938.01001,1939.40002
2023-03-22 14:00:00,1939.53003,1941.98999,1938.23999,1939.73999
2023-03-22 13:00:00,1943.79004,1943.83997,1939.07996,1939.53003
2023-03-22 12:00:00,1943.44995,1946.23999,1942.96997,1944.01001
2023-03-22 11:00:00,1943.23999,1944.81995,1942.45996,1943.57996
2023-03-22 10:00:00,1941.38,1944.04004,1941.21997,1943.23999
2023-03-22 09:00:00,1939.96997,1942.53003,1939.48999,1941.23999
2023-03-22 07:00:00,1940.35999,1940.84998,1939.39001,1940.64001
2023-03-22 06:00:00,1936.78003,1940.73999,1936.10999,1940.23999
2023-03-22 05:00:00,1941.59998,1942.20996,1935.51001,1936.68994
2023-03-22 04:00:00,1944.38,1944.84998,1936.70996,1941.59998
2023-03-22 03:00:00,1948.23999,1949.06006,1940.28003,1944.34998
2023-03-22 02:00:00,1952.85999,1953.28003,1943.26001,1948.18994
2023-03-22 01:00:00,1952.48999,1954.95996,1945.39001,1953.44995
2023-03-22 00:00:00,1963.79004,1965.87,1952.18994,1952.68005
2023-03-21 23:00:00,1966.48999,1967.15002,1960.56006,1963.67004
2023-03-21 22:00:00,1968.65002,1969.43994,1965.94995,1966.42004
